"retailer","location_id","identifier","street_address","city","state","zip_code","country","latitude","longitude","phone"
"ALDI 101 Center Commons Blvd","5767315","L195","101 Center Commons Blvd","Monaca","Pennsylvania","15061","US","40.678772","-80.30957","+1 855-955-2534"
"ALDI 1766 Golden Mile Highway","5767174","L184","1766 Golden Mile Highway","Monroeville","Pennsylvania","15146","US","40.444462","-79.712707","+1 855-955-2534"
"ALDI 3995 William Penn Highway","5768348","L186","3995 William Penn Highway","Monroeville","Pennsylvania","15146","US","40.438432","-79.7720187","+1 855-955-2534"
"ALDI 2830 Gracy Ctr.Way,Ste.100","5767031","L202","2830 Gracy Ctr.Way,Ste.100","Moon Township","Pennsylvania","15108","US","40.517798","-80.217141","+1 855-955-2534"
"ALDI 100 Crossroads Plaza","5766843","L158","100 Crossroads Plaza","Mount Pleasant","Pennsylvania","15666","US","40.125437","-79.550669","+1 855-955-2534"
"ALDI 275 Dworman Lane","5767034","L176","275 Dworman Lane","New Castle","Pennsylvania","16101","US","41.01521","-80.396159","+1 855-955-2534"
"ALDI 648 E Forrest Ave","5873422","FJ15","648 E Forrest Ave","New Freedom","Pennsylvania","17349","US","39.770863","-76.665884","+1 855-955-2534"
"ALDI 100 Tarentum Bridge Road","5767860","L198","100 Tarentum Bridge Road","New Kensington","Pennsylvania","15068","US","40.59068","-79.75064","+1 855-955-2534"
"ALDI 8775 Norwin Avenue","5767398","L204","8775 Norwin Avenue","North Huntingdon","Pennsylvania","15642","US","40.318698","-79.693947","+1 855-955-2534"
"ALDI 100 Aldi Drive","5767141","L182","100 Aldi Drive","North Versailles","Pennsylvania","15137","US","40.369743","-79.779143","+1 855-955-2534"
"ALDI 1210 Bethlehem Pike","5766205","F437","1210 Bethlehem Pike","North Wales","Pennsylvania","19454","US","40.2085737","-75.22714169999999","+1 855-955-2534"
"ALDI 11 E Steuben St","6340827","FJ79","11 East Steuben Street","Oakdale","Pennsylvania","15071","US","40.440453","-80.236898","+1 855-955-2534"
"ALDI 16 Federal Drive","5767275","L192","16 Federal Drive","Penn Hills","Pennsylvania","15235","US","40.463707","-79.827303","+1 855-955-2534"
"ALDI 7350 Saltsburg Road","5767643","L224","7350 Saltsburg Road","Penn Hills","Pennsylvania","15235","US","40.477511","-79.786034","+1 855-955-2534"
"ALDI 2103 Washington Ave","5768094","FE59","2103 Washington Ave","Philadelphia","Pennsylvania","19146","US","39.939438","-75.178404","+1 855-955-2534"
"ALDI 2603 S. Front Street","5766153","F401","2603 South Front Street","Philadelphia","Pennsylvania","19148","US","39.9149547","-75.14860949999999","+1 855-955-2534"
"ALDI 3101 West Girard Avenue","5766137","F394","3101 West Girard Avenue","Philadelphia","Pennsylvania","19130","US","39.9760574","-75.1890341","+1 855-955-2534"
"ALDI 3320 Grant Avenue Ste A","5766207","F441","3320 Grant Avenue Ste A","Philadelphia","Pennsylvania","19114","US","40.0679505","-75.0088972","+1 855-955-2534"
"ALDI 3500 Aramingo Avenue","5768277","FE66","3500 Aramingo Avenue","Philadelphia","Pennsylvania","19134","US","39.99297","-75.1017416","+1 855-955-2534"
"ALDI 3975 Castor Avenue","5766129","F391","3975 Castor Avenue","Philadelphia","Pennsylvania","19124","US","40.006873","-75.098433","+1 855-955-2534"
"ALDI 5200 Whiteaker Ave","5766150","F400","5200 Whiteaker Ave","Philadelphia","Pennsylvania","19124","US","40.0067687","-75.0997979","+1 855-955-2534"
"ALDI 9303 Krewstown Road","5766116","F360","9303 Krewstown Road","Philadelphia","Pennsylvania","19115","US","40.085292","-75.045687","+1 855-955-2534"
"ALDI 100 Costco Drive","5767239","L190","100 Costco Drive","Pittsburgh","Pennsylvania","15205","US","40.457504","-80.166729","+1 855-955-2534"
"ALDI 2515 Banksville Rd.","5873424","FM60","2515 Banksville Rd.","Pittsburgh","Pennsylvania","15216","US","40.405938","-80.035849","+1 855-955-2534"
"ALDI 2628 East Carson Street","5767527","L215","2628 East Carson Street","Pittsburgh","Pennsylvania","15203","US","40.427552","-79.96783","+1 855-955-2534"
"ALDI 3089 Sussex Avenue","5767457","L209","3089 Sussex Avenue","Pittsburgh","Pennsylvania","15226","US","40.384091","-80.014093","+1 855-955-2534"
"ALDI 450 56th St.","5767647","FJ77","450 56th St.","Pittsburgh","Pennsylvania","15201","US","40.483331","-79.948527","+1 855-955-2534"
"ALDI 5200 Penn Avenue","5767662","L225","5200 Penn Avenue","Pittsburgh","Pennsylvania","15224","US","40.464522","-79.939418","+1 855-955-2534"
"ALDI 5239 Brownsville Rd","5767675","L226","5239 Brownsville Rd","Pittsburgh","Pennsylvania","15236","US","40.342632","-79.984238","+1 855-955-2534"
"ALDI 5631 Baum Boulevard","5767540","L216","5631 Baum Boulevard","Pittsburgh","Pennsylvania","15206","US","40.458438","-79.934727","+1 855-955-2534"
"ALDI 6290 Northway Drive","5873420","L206","6290 Northway Drive","Pittsburgh","Pennsylvania","15237","US","40.55111","-80.022671","+1 855-955-2534"
"ALDI 7221 McKnight Road","5767429","L227","7221 McKnight Road","Pittsburgh","Pennsylvania","15237","US","40.536736","-80.012713","+1 855-955-2534"
"ALDI 880 Butler Street","5767156","L183","880 Butler Street","Pittsburgh","Pennsylvania","15223","US","40.511982","-79.945041","+1 855-955-2534"
"ALDI 5000 N Township Blvd","5766190","F425","5000 N Township Blvd","Pittston","Pennsylvania","18640","US","41.3211625","-75.7642347","+1 855-955-2534"
"ALDI 2995 SR 940","5767965","F447","2995 SR 940","Pocono Summit","Pennsylvania","18346","US","41.117469","-75.381982","+1 855-955-2534"
"ALDI 223 Shoemaker Rd. Ste 123","5766914","F461","223 Shoemaker Rd. Ste 123","Pottstown","Pennsylvania","19464","US","40.2529756","-75.6659629","+1 855-955-2534"
"ALDI 545 W Mahoning Street","5767361","L200","545 W Mahoning Street","Punxsutawney","Pennsylvania","15767","US","40.941725","-78.980484","+1 855-955-2534"
"ALDI 3520 N. Fifth Street Hwy","5766173","F413","3520 North 5th Street","Reading","Pennsylvania","19605","US","40.36929629999999","-75.92674590000001","+1 855-955-2534"
"ALDI 4703 Perkiomen Avenue","5766201","F433","4703 Perkiomen Avenue","Reading","Pennsylvania","19606","US","40.30595","-75.85812","+1 855-955-2534"
"ALDI 3209 Cape Horn Rd","5767969","L420","3209 Cape Horn Rd","Red Lion","Pennsylvania","17356","US","39.9153","-76.6282","+1 855-955-2534"
"ALDI 818 South St. Marys Street","5768246","FE99","818 South St. Marys Street","Saint Marys","Pennsylvania","15857","US","41.411426","-78.561668","+1 855-955-2534"
"ALDI 2756 Elmira St.","5767855","F801","2756 Elmira St.","Sayre","Pennsylvania","18840","US","41.987553","-76.545301","+1 855-955-2534"
"ALDI 1115 Scranton Carbondale Hw","5766814","F438","1115 Scranton Carbondale Hw","Scranton","Pennsylvania","18508","US","41.46988","-75.64115","+1 855-955-2534"
"ALDI 40 Shippensburg Shop Ctr No. 4","5766475","L402","40 Shippensburg Shop Ctr No. 4","Shippensburg","Pennsylvania","17257","US","40.057424","-77.498652","+1 855-955-2534"
"ALDI 1606 North Center Ave.","5767482","L211","1606 North Center Ave.","Somerset","Pennsylvania","15501","US","40.037022","-79.073134","+1 855-955-2534"
"ALDI 703 Route 113","5766131","F365","703 Route 113","Souderton","Pennsylvania","18964","US","40.315314","-75.309897","+1 855-955-2534"
"ALDI 1798 N. Atherton Street","5768212","L170","1798 N. Atherton Street","State College","Pennsylvania","16803","US","40.808574","-77.9036919","+1 855-955-2534"
"ALDI 780 Benner Pike","5768003","L169","780 Benner Pike","State College","Pennsylvania","16801","US","40.835167","-77.8011436","+1 855-955-2534"
"ALDI 700 N. Ninth Street","5766204","F436","700 N. Ninth Street","Stroudsburg","Pennsylvania","18360","US","40.98765","-75.20737","+1 855-955-2534"
"ALDI 1040 Village Center Drive","5768052","L197","1040 Village Center Drive","Tarentum","Pennsylvania","15084","US","40.56868","-79.802573","+1 855-955-2534"
"ALDI 3215 Lincoln Hwy","5768116","FE46","3215 Lincoln Hwy","Thorndale","Pennsylvania","19372","US","39.994691","-75.760368","+1 855-955-2534"
"ALDI 1112 Golden Mile Rd","5768367","F844","1112 Golden Mile Rd","Towanda","Pennsylvania","18848","US","41.770454","-76.416297","+1 855-955-2534"
"ALDI 650 West Main Street","5766425","L159","650 West Main Street","Uniontown","Pennsylvania","15401","US","39.912921","-79.747002","+1 855-955-2534"
"ALDI 1300 Robert William Drive","5767144","FE97","1300 Robert William Drive","Valencia","Pennsylvania","16059","US","40.694102","-79.973377","+1 855-955-2534"
"ALDI 3917 Market Street","5767615","L222","3917 Market Street","Warren","Pennsylvania","16365","US","41.895834","-79.149892","+1 855-955-2534"
"ALDI 18 Trinity Point Drive","5767231","L189","18 Trinity Point Drive","Washington","Pennsylvania","15301","US","40.182418","-80.224213","+1 855-955-2534"
"ALDI 1521 East Main Street","5768220","FF09","1521 East Main Street","Waynesboro","Pennsylvania","17268","US","39.745596","-77.552833","+1 855-955-2534"
"ALDI 210 Greene Plaza","5766428","L161","210 Greene Plaza","Waynesburg","Pennsylvania","15370","US","39.898217","-80.146678","+1 855-955-2534"
"ALDI 833 Paoli Pike","5768162","FE58","833 Paoli Pike","West Chester","Pennsylvania","19380","US","39.9678339","-75.5923288","+1 855-955-2534"
"ALDI 239 Clairton Boulevard","5767193","L185","239 Clairton Boulevard","West Mifflin","Pennsylvania","15236","US","40.340386","-79.954579","+1 855-955-2534"
"ALDI 11800 Perry Highway","5767513","L213","11800 Perry Highway","Wexford","Pennsylvania","15090","US","40.630231","-80.05567","+1 855-955-2534"
"ALDI 401 Penn Avenue","5767972","FJ85","401 Penn Avenue","Wilkinsburg","Pennsylvania","15221","US","40.445452","-79.889206","+1 855-955-2534"
"ALDI 1955 Davisville Road","5766145","F398","1955 Davisville Road","Willow Grove","Pennsylvania","19090","US","40.140342","-75.116339","+1 855-955-2534"
"ALDI 280 Northern Way","5766427","L389","280 Northern Way","York","Pennsylvania","17402","US","39.97748","-76.67563","+1 855-955-2534"
"ALDI 905 Loucks Road","5766433","L390","905 Loucks Road","York","Pennsylvania","17404","US","39.981033","-76.753892","+1 855-955-2534"
"ALDI 1015 Cranston Street","5757859","L579","1015 Cranston Street","Cranston","Rhode Island","02920","US","41.79932","-71.44794","+1 855-955-2534"
"ALDI 1138 Pontiac Avenue","5757862","L582","1138 Pontiac Avenue","Cranston","Rhode Island","02920","US","41.75315","-71.44991","+1 855-955-2534"
"ALDI 1386 Atwood Avenue","5757937","L569","1386 Atwood Avenue","Johnston","Rhode Island","02919","US","41.815499","-71.497363","+1 855-955-2534"
"ALDI 872 West Main Road","5757868","L589","872 West Main Road","Middletown","Rhode Island","02842","US","41.52763","-71.29617","+1 855-955-2534"
"ALDI 11 Dowling Village Blvd","5757857","L576","11 Dowling Village Blvd","North Smithfield","Rhode Island","02896","US","41.978189","-71.506854","+1 855-955-2534"
"ALDI 539 Smith Street","5757863","L584","539 Smith Street","Providence","Rhode Island","02908","US","41.83617","-71.42859","+1 855-955-2534"
"ALDI 70 Newport Avenue","5757860","L583","70 Newport Avenue","Rumford","Rhode Island","02916","US","41.85734","-71.35445","+1 855-955-2534"
"ALDI 444 Quaker Lane","5757861","L581","444 Quaker Lane","Warwick","Rhode Island","02886","US","41.68309","-71.50044","+1 855-955-2534"
"ALDI 100 Franklin Street","5757864","L585","100 Franklin Street","Westerly","Rhode Island","02891","US","41.3623","-71.8101","+1 855-955-2534"
"ALDI 2209 W Dekalb St Suite G1","5873449","FM22","2209 West Dekalb Street","Camden","SC","29020","US","34.2477086","-80.6473942","+1 855-955-2534"
"ALDI 4430 Highway","5873469","FM25","4430 US Highway 17 Bypass South","Murrells Inlet","SC","29576","US","33.554004","-79.0471144","+1 855-955-2534"
"ALDI 2510 Whiskey Road","5766585","L920","2510 Whiskey Road","Aiken","South Carolina","29803","US","33.50771","-81.709667","+1 855-955-2534"
"ALDI 4115 Clemson Blvd","5766740","L954","4115 Clemson Blvd","Anderson","South Carolina","29621","US","34.559779","-82.693392","+1 855-955-2534"
"ALDI 624 Highway 28 Bypass","5766954","L951","624 Highway 28 Bypass","Anderson","South Carolina","29624","US","34.488765","-82.673728","+1 855-955-2534"
"ALDI 361 Robert Smalls Pkwy","5757818","FF50","361 Robert Smalls Pkwy","Beaufort","South Carolina","29906","US","32.42242","-80.73469","+1 855-955-2534"
"ALDI 1131 Fording Island Road","5767728","FE27","1131 Fording Island Road","Bluffton","South Carolina","29910","US","32.25194","-80.84282","+1 855-955-2534"
"ALDI 4031 Hwy 9","5766784","L963","4031 Hwy 9","Boiling Springs","South Carolina","29316","US","35.050061","-81.987059","+1 855-955-2534"
"ALDI 856 Folly Road","5768306","FJ26","856 Folly Road","Charleston","South Carolina","29412","US","32.736519","-79.965552","+1 855-955-2534"
"ALDI 1240 Longreen Pkwy.","5767651","F966","1240 Longreen Pkwy.","Columbia","South Carolina","29229","US","34.140545","-80.943194","+1 855-955-2534"
"ALDI 6075 St. Andrews Road S","5767134","F913","6075 St. Andrews Road S","Columbia","South Carolina","29212","US","34.054226","-81.161037","+1 855-955-2534"
"ALDI 7610 Garners Ferry Rd","5767249","F919","7610 Garners Ferry Rd","Columbia","South Carolina","29209","US","33.960524","-80.938823","+1 855-955-2534"
"ALDI 101 Wild Wing Boulevard","5767579","F955","101 Wild Wing Boulevard","Conway","South Carolina","29526","US","33.783623","-78.98918","+1 855-955-2534"
"ALDI 2904 Church Street","5767684","F927","2904 Church Street","Conway","South Carolina","29526","US","33.862503","-79.092571","+1 855-955-2534"
"ALDI 1907 E Main St","5757830","FN96","1907 E Main St","Duncan","South Carolina","29334","US","34.892407","-82.078064","+1 855-955-2534"
"ALDI 4835 Calhoun Memorial Highw","5766771","L961","4835 Calhoun Memorial Highw","Easley","South Carolina","29640","US","34.825564","-82.543956","+1 855-955-2534"
"ALDI 1814 S. Irby Street","5767332","F941","1814 S. Irby Street","Florence","South Carolina","29505","US","34.158913","-79.76584","+1 855-955-2534"
"ALDI 2367 David H McLeod Blvd.","5767266","F921","2367 David H McLeod Blvd.","Florence","South Carolina","29501","US","34.190119","-79.822977","+1 855-955-2534"
"ALDI 3665 Vandora Springs Rd.","5767626","F963","3665 Vandora Springs Rd.","Fort Mill","South Carolina","29708","US","35.051964","-80.991359","+1 855-955-2534"
"ALDI 1560 W. Floyd Baker Blvd.","5766454","F886","1560 W. Floyd Baker Blvd.","Gaffney","South Carolina","29341","US","35.092793","-81.662118","+1 855-955-2534"
"ALDI 205 St. James Ave","5768093","F978","205 St. James Ave","Goose Creek","South Carolina","29445","US","33.0047425","-80.0446729","+1 855-955-2534"
"ALDI 100 Chalmers Road","5766739","L953","100 Chalmers Road","Greenville","South Carolina","29605","US","34.7992","-82.3748","+1 855-955-2534"
"ALDI 1725 Woodruff Road","5766789","L966","1725 Woodruff Road","Greenville","South Carolina","29607","US","34.820093","-82.271894","+1 855-955-2534"
"ALDI 510 Worley Road","5768228","L952","510 Worley Road","Greenville","South Carolina","29609","US","34.88717","-82.392471","+1 855-955-2534"
"ALDI 6149 White Horse Road","5766793","L967","6149 White Horse Road","Greenville","South Carolina","29611","US","34.854463","-82.457162","+1 855-955-2534"
"ALDI 1322 Montague Ave","5766558","L913","1322 Montague Ave","Greenwood","South Carolina","29649","US","34.217128","-82.182132","+1 855-955-2534"
"ALDI 1050 W Wade Hampton Blvd.","5766774","L962","1050 W Wade Hampton Blvd.","Greer","South Carolina","29650","US","34.944388","-82.254219","+1 855-955-2534"
"ALDI 7864 Charlotte Hwy","5767396","F975","7864 Charlotte Hwy","Indian Land","South Carolina","29707","US","34.940605","-80.837841","+1 855-955-2534"
"ALDI 9553 Charlotte Hwy","5767088","F909","9553 Charlotte Hwy","Indian Land","South Carolina","29707","US","34.994371","-80.85553","+1 855-955-2534"
"ALDI 1169 Dutch Fork Road","5767091","FE85","1169 Dutch Fork Road","Irmo","South Carolina","29063","US","34.125597","-81.224105","+1 855-955-2534"
"ALDI 1201 Old Charlotte Rd","5767621","F962","1201 Old Charlotte Rd","Lancaster","South Carolina","29720","US","34.73636","-80.77595","+1 855-955-2534"
"ALDI 1752 Hwy 14 E","5768324","FF45","1752 Hwy 14 E","Landrum","South Carolina","29356","US","35.179414","-82.16162","+1 855-955-2534"
"ALDI 401 Exchange Dr.","5766760","L959","401 Exchange Dr.","Laurens","South Carolina","29360","US","34.495824","-81.985015","+1 855-955-2534"
"ALDI 5182 Sunset Boulevard","5767214","F893","5182 Sunset Boulevard","Lexington","South Carolina","29072","US","34.006545","-81.201833","+1 855-955-2534"
"ALDI 5548 Platt Springs Road","5766992","F970","5548 Platt Springs Road","Lexington","South Carolina","29073","US","33.908151","-81.227006","+1 855-955-2534"
"ALDI 209 N Main Street","5768197","L976","209 N Main Street","Mauldin","South Carolina","29662","US","34.7826011","-82.3119935","+1 855-955-2534"
"ALDI 3153 N Highway 17","5768105","FE84","3153 N Highway 17","Mount Pleasant","South Carolina","29466","US","32.867525","-79.780635","+1 855-955-2534"
"ALDI 613 Johnnie Dodds Blvd","5767016","F923","613 Johnnie Dodds Blvd","Mount Pleasant","South Carolina","29464","US","32.806372","-79.881749","+1 855-955-2534"
"ALDI 2625 Beaver Run Boulevard","5767029","F924","2625 Beaver Run Boulevard","Myrtle Beach","South Carolina","29575","US","33.642088","-78.986648","+1 855-955-2534"
"ALDI 1360 Knox Avenue","5766515","L902","1360 Knox Avenue","North Augusta","South Carolina","29841","US","33.508257","-81.959187","+1 855-955-2534"
"ALDI 7620 Rivers Ave Suite 100","5767679","F936","7620 Rivers Ave Suite 100","North Charleston","South Carolina","29406","US","32.9416785","-80.038797","+1 855-955-2534"
"ALDI 244 N HWY 17","5767133","F917","244 N HWY 17","North Myrtle Beach","South Carolina","29582","US","33.831515","-78.676594","+1 855-955-2534"
"ALDI 2690 North Road","5767061","F907","2690 North Road","Orangeburg","South Carolina","29118","US","33.525652","-80.88624","+1 855-955-2534"
"ALDI 75 Petigru Drive","5757817","FJ24","75 Petigru Drive","Pawleys Island","South Carolina","29585","US","33.43651","-79.132848","+1 855-955-2534"
"ALDI 3340 Highway 153","5767413","L975","3340 Highway 153","Piedmont","South Carolina","29673","US","34.7865013","-82.4791904","+1 855-955-2534"
"ALDI 1182 North Anderson Road","5767459","F948","1182 North Anderson Road","Rock Hill","South Carolina","29730","US","34.968345","-80.991704","+1 855-955-2534"
"ALDI 4952 Old York Rd","5767617","F943","4952 Old York Rd","Rock Hill","South Carolina","29732","US","34.9829091","-81.0916731","+1 855-955-2534"
"ALDI 13190 Clemson Boulevard","5766922","L950","13190 Clemson Boulevard","Seneca","South Carolina","29678","US","34.6897137","-82.8588972","+1 855-955-2534"
"ALDI 249 Applewood Center Place","5766477","L891","249 Applewood Center Place","Seneca","South Carolina","29678","US","34.690188","-82.989912","+1 855-955-2534"
"ALDI 655 Fairview Road Suite C","5767357","L965","655 Fairview Road Suite C","Simpsonville","South Carolina","29680","US","34.711878","-82.255161","+1 855-955-2534"
"ALDI 150 E. Blackstock Rd Ste.B","5766959","L964","150 E. Blackstock Rd Ste.B","Spartanburg","South Carolina","29301","US","34.931866","-81.990288","+1 855-955-2534"
"ALDI 1605 E. Main Street","5766765","L960","1605 E. Main Street","Spartanburg","South Carolina","29307","US","34.964127","-81.897325","+1 855-955-2534"
"ALDI 1001 N. Main Street","5767448","F911","1001 N. Main Street","Summerville","South Carolina","29483","US","33.031323","-80.166665","+1 855-955-2534"
"ALDI 10015 Dorchester Rd.","5767163","F914","10015 Dorchester Rd.","Summerville","South Carolina","29485","US","32.951481","-80.164314","+1 855-955-2534"
"ALDI 829 Broad Street","5767024","F879","829 Broad Street","Sumter","South Carolina","29150","US","33.944003","-80.36879","+1 855-955-2534"
"ALDI 3034 Wade Hampton Blvd.","5766573","L917","3034 Wade Hampton Blvd.","Taylors","South Carolina","29687","US","34.907018","-82.328369","+1 855-955-2534"
"ALDI 2930 Augusta Road","5767260","F920","2930 Augusta Road","West Columbia","South Carolina","29170","US","33.979783","-81.116455","+1 855-955-2534"
"ALDI 3018 PasqueFlower Place","5873455","FO82","3018 PasqueFlower Place","Brookings","South Dakota","57006","US","44.312343","-96.753234","+1 855-955-2534"
"ALDI 2808 S. Louise Avenue","5767053","L452","2808 S. Louise Avenue","Sioux Falls","South Dakota","57106","US","43.5199","-96.7703","+1 855-955-2534"
"ALDI 4201 West 61st Circle North","5767165","L543","4201 West 61st Circle North","Sioux Falls","South Dakota","57107","US","43.602529","-96.780131","+1 855-955-2534"
"ALDI 5105 East Arrowhead Parkway","5767066","L453","5105 East Arrowhead Parkway","Sioux Falls","South Dakota","57110","US","43.5433","-96.6633","+1 855-955-2534"
"ALDI 600 West 85th Street","5766977","L454","600 West 85th Street","Sioux Falls","South Dakota","57108","US","43.476135","-96.731847","+1 855-955-2534"
"ALDI 2822 8th Avenue SE","5767562","L536","2822 8th Avenue SE","Watertown","South Dakota","57201","US","44.89087","-97.06897","+1 855-955-2534"
"ALDI 836 Louisville Rd","5767338","L242","836 Louisville Rd","Alcoa","Tennessee","37701","US","35.773474","-83.98966","+1 855-955-2534"
"ALDI 1518 Decatur Pike","5768397","L307","1518 Decatur Pike","Athens","Tennessee","37303","US","35.447437","-84.625496","+1 855-955-2534"
"ALDI 2867 Kirby Whitten Pkwy","5767759","L294","2867 Kirby Whitten Pkwy","Bartlett","Tennessee","38134","US","35.203728","-89.841656","+1 855-955-2534"
"ALDI 1701 Mallory Lane","5767139","L234","1701 Mallory Lane","Brentwood","Tennessee","37027","US","35.966075","-86.814895","+1 855-955-2534"
"ALDI 7117 Southpoint Pkwy","5767866","L278","7117 Southpoint Pkwy","Brentwood","Tennessee","37027","US","35.99502","-86.68686","+1 855-955-2534"
"ALDI 2020 Gunbarrel Rd, Ste 154","5768356","L318","2020 Gunbarrel Rd, Ste 154","Chattanooga","Tennessee","37421","US","35.033123","-85.15134","+1 855-955-2534"
"ALDI 5706 Lee Hwy","5767898","L319","5706 Lee Hwy","Chattanooga","Tennessee","37421","US","35.01821","-85.2044","+1 855-955-2534"
"ALDI 637 Mundy Street","5767443","L315","637 Mundy Street","Chattanooga","Tennessee","37405","US","35.097667","-85.326153","+1 855-955-2534"
"ALDI 1570 Fort Campbell Blvd","5767402","L249","1570 Fort Campbell Blvd","Clarksville","Tennessee","37042","US","36.5713","-87.407007","+1 855-955-2534"
"ALDI 2829 Wilma Rudolph Blvd","5768066","FJ89","2829 Wilma Rudolph Blvd","Clarksville","Tennessee","37040","US","36.586548","-87.293601","+1 855-955-2534"
"ALDI 2385 McGrady Drive SE","5767351","FF06","2385 McGrady Drive SE","Cleveland","Tennessee","37323","US","35.128404","-84.864599","+1 855-955-2534"
"ALDI 305 Paul Huff Pkwy NW","5767890","L317","305 Paul Huff Pkwy NW","Cleveland","Tennessee","37312","US","35.205809","-84.852641","+1 855-955-2534"
"ALDI 523 W Poplar Ave","5767806","L302","523 W Poplar Ave","Collierville","Tennessee","38017","US","35.04569","-89.6801","+1 855-955-2534"
"ALDI 311 S James Campbell Blvd","5767557","L268","311 S James Campbell Blvd","Columbia","Tennessee","38401","US","35.59041","-87.0479","+1 855-955-2534"
"ALDI 442 S Jefferson Ave","5767431","L254","442 S Jefferson Ave","Cookeville","Tennessee","38501","US","36.15372","-85.499887","+1 855-955-2534"
"ALDI 1610 N Germantown Pkwy","5767738","L292","1610 N Germantown Pkwy","Cordova","Tennessee","38016","US","35.169404","-89.792046","+1 855-955-2534"
"ALDI 781 Hwy 46 S","5767411","L252","781 Hwy 46 S","Dickson","Tennessee","37055","US","36.049302","-87.362032","+1 855-955-2534"
"ALDI 170 Brooklawn Street","5768378","L235","170 Brooklawn Street","Farragut","Tennessee","37934","US","35.881621","-84.156476","+1 855-955-2534"
"ALDI 209 South Royal Oaks Blvd","5767664","L280","209 South Royal Oaks Blvd","Franklin","Tennessee","37064","US","35.91212","-86.831883","+1 855-955-2534"
"ALDI 571 Village Green Dr","5767711","L288","571 Village Green Dr","Gallatin","Tennessee","37066","US","36.378403","-86.474611","+1 855-955-2534"
"ALDI 3800 E. Andrew Johnson Hwy","5766724","F935","3800 E. Andrew Johnson Hwy","Greeneville","Tennessee","37745","US","36.184004","-82.75964","+1 855-955-2534"
"ALDI 217 Indian Lake Blvd No.700","5767710","L284","217 Indian Lake Blvd No.700","Hendersonville","Tennessee","37075","US","36.321492","-86.601735","+1 855-955-2534"
"ALDI 4751 Lebanon Pike","5767655","L279","4751 Lebanon Pike","Hermitage","Tennessee","37076","US","36.214385","-86.591784","+1 855-955-2534"
"ALDI 5510 Hwy 153 Ste 1","5767912","L320","5510 Hwy 153 Ste 1","Hixson","Tennessee","37343","US","35.143375","-85.247991","+1 855-955-2534"
"ALDI 6 Stonebridge Blvd","5767818","L303","6 Stonebridge Blvd","Jackson","Tennessee","38305","US","35.67121","-88.85241","+1 855-955-2534"
"ALDI 108 Whitewood Blvd","5768191","FE87","108 Whitewood Blvd","Johnson City","Tennessee","37601","US","36.374544","-82.405391","+1 855-955-2534"
"ALDI 1400 W Market St","5766749","F932","1400 W Market St","Johnson City","Tennessee","37604","US","36.314105","-82.381546","+1 855-955-2534"
"ALDI 2617 East Stone Drive","5766753","F933","2617 East Stone Drive","Kingsport","Tennessee","37660","US","36.549031","-82.492915","+1 855-955-2534"
"ALDI 110 Moss Grove Blvd","5767330","L241","110 Moss Grove Blvd","Knoxville","Tennessee","37922","US","35.909991","-84.090304","+1 855-955-2534"
"ALDI 2801 Schaad Rd","5767307","L239","2801 Schaad Rd","Knoxville","Tennessee","37921","US","36.004207","-84.023232","+1 855-955-2534"
"ALDI 4109 E Emory Rd","5767319","L240","4109 E Emory Rd","Knoxville","Tennessee","37938","US","36.08435","-83.93422","+1 855-955-2534"
"ALDI 5220 Kingston Pike","5767360","L244","5220 Kingston Pike","Knoxville","Tennessee","37919","US","35.937557","-83.989897","+1 855-955-2534"
"ALDI 5416 Millertown Pike","5766950","L237","5416 Millertown Pike","Knoxville","Tennessee","37924","US","36.0350303","-83.8687981","+1 855-955-2534"
"ALDI 5331 Murfreesboro Rd","5767907","FJ92","5331 Murfreesboro Rd","La Vergne","Tennessee","37086","US","36.01691","-86.56189","+1 855-955-2534"
"ALDI 9970 US Highway 64","5767644","L250","9970 US Highway 64","Lakeland","Tennessee","38002","US","35.206138","-89.730429","+1 855-955-2534"
"ALDI 108 Circle Dr","5767574","L270","108 Circle Dr","Lebanon","Tennessee","37087","US","36.19003651","-86.29729413","+1 855-955-2534"
"ALDI 725 US Hwy 321 N","5766988","L236","725 US Hwy 321 N","Lenoir City","Tennessee","37771","US","35.811513","-84.262569","+1 855-955-2534"
"ALDI 135 S. Gallatin Pike","5767388","L246","135 S. Gallatin Pike","Madison","Tennessee","37115","US","36.262101","-86.71159","+1 855-955-2534"
"ALDI 2235 US Highway 411 S","5768146","FF02","2235 US Highway 411 S","Maryville","Tennessee","37801","US","35.719787","-84.010038","+1 855-955-2534"
"ALDI 2765 S Perkins","5767773","L296","2765 S Perkins","Memphis","Tennessee","38118","US","35.073111","-89.906286","+1 855-955-2534"
"ALDI 3176 Austin Peay Hwy","5767719","L290","3176 Austin Peay Hwy","Memphis","Tennessee","38128","US","35.211568","-89.917732","+1 855-955-2534"
"ALDI 4056 Elvis Presley Blvd","5767789","L298","4056 Elvis Presley Blvd","Memphis","Tennessee","38116","US","35.03833","-90.0245","+1 855-955-2534"
"ALDI 4720 Summer Ave","5767782","L297","4720 Summer Ave","Memphis","Tennessee","38122","US","35.14953","-89.903483","+1 855-955-2534"
"ALDI 7520 Winchester Rd","5767746","L293","7520 Winchester Rd","Memphis","Tennessee","38125","US","35.05046","-89.81245","+1 855-955-2534"
