"retailer","store_id","location_name","status","is_test_location","address","city","county","state","state_code","postal_code","country","country_code","latitude","longitude","phone","store_format","total_building_area","merchandise_level","time_zone","google_maps_url","drive_up_latitude","drive_up_longitude","drive_up_radius","capabilities","capability_names","store_url","source","retrieved_at_utc"
"Target","2472","Sparks South","Open","False","1550 E Lincoln Way","Sparks","Washoe","Nevada","NV","89434-8989","United States of America","US","39.535435","-119.716892","775-332-1003","Pfresh","144830","1","America/Los_Angeles","https://maps.google.com/maps?cid=4853069333492219097","39.5354139","-119.7176611","48","Apple | Champion | CVS pharmacy | Disney | Drive Up | EV Charging | Fresh Grocery | Future Col | Hollister | LoveShackFancy | Mobile | ParkeXTarget | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | Ulta | Wine Beer Spir","Apple Experience | AT&T Cell Phone Activations | Champion | CVS pharmacy | Disney store at Target | Drive Up | EV Charging | Fresh Grocery | Future Collective | Love Shack Fancy X Target | Parke x Target | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Ulta Beauty at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/sparks-south/2472","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:09Z"
"Target","2473","St Matthews","Open","False","4174 Westport Rd","Louisville","Jefferson","Kentucky","KY","40207-2735","United States of America","US","38.25864","-85.6421","502-992-1039","Pfresh","143778","1","America/New_York","https://maps.google.com/maps?cid=17551696995671181402","38.258468","-85.642433","68","Apple | Baby Boutique | Baby Concierge | Beer | Champion | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Future Col | Hollister | Kendra Scott | LoveShackFancy | Mobile | Opt | ParkeXTarget | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | Ulta","Apple Experience | AT&T Cell Phone Activations | Baby Boutique | Baby Concierge | Beer Available | Champion | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Future Collective | Kendra Scott x Target | Love Shack Fancy X Target | Parke x Target | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Optical | The Hollister Collection at Target | Ulta Beauty at Target","https://www.target.com/sl/st-matthews/2473","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:11Z"
"Target","2474","Memphis East","Open","False","5959 Poplar Ave","Memphis","Shelby","Tennessee","TN","38119-3938","United States of America","US","35.101357","-89.862978","901-261-5079","Pfresh","138671","1","America/Chicago","https://maps.google.com/maps?cid=16505915646791063223","35.101236","-89.863068","47","Baby Boutique | Baby Concierge | Beer | Champion | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Future Col | Hollister | LoveShackFancy | Mobile | Opt | ParkeXTarget | Roblox Exp | Rosie Assoulin | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup","AT&T Cell Phone Activations | Baby Boutique | Baby Concierge | Beer Available | Champion | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Future Collective | Love Shack Fancy X Target | Parke x Target | Roblox Experience | Rosie Assoulin x Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | Target Optical | The Hollister Collection at Target","https://www.target.com/sl/memphis-east/2474","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:13Z"
"Target","2475","Bronx Terminal","Open","False","700 Exterior St","Bronx","Bronx","New York","NY","10451-2022","United States of America","US","40.82341","-73.930513","718-401-5651","Pfresh","187458","1","America/New_York","https://maps.google.com/maps?cid=9687236764048932955","40.822999","-73.930035","1","Beer | CVS pharmacy | Drive Up | Fresh Grocery | Future Col | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | ParkeXTarget | Roblox Exp | Rosie Assoulin | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | WIC","Accepts WIC | AT&T Cell Phone Activations | Beer Available | CVS pharmacy | Drive Up | Fresh Grocery | Future Collective | KBB by Kahlana | Love Shack Fancy X Target | Parke x Target | Roblox Experience | Rosie Assoulin x Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | The Hollister Collection at Target","https://www.target.com/sl/bronx-terminal/2475","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:14Z"
"Target","2476","Canton","Open","False","2022 Cumming Hwy","Canton","Cherokee","Georgia","GA","30115-8071","United States of America","US","34.234597","-84.456684","678-880-4311","SuperTarget","188339","1","America/New_York","https://maps.google.com/maps?cid=1627481638560082760","34.234725","-84.45688","83","Apple | Baby Boutique | Baby Concierge | Bakery | Champion | Converse | CVS pharmacy | Deli | Drive Up | Expand Grocery | Future Col | Hollister | Kendra Scott | LoveShackFancy | Mobile | Opt | ParkeXTarget | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | Ulta | WIC | Wine Beer","Accepts WIC | Apple Experience | AT&T Cell Phone Activations | Baby Boutique | Baby Concierge | Bakery | Champion | Converse | CVS pharmacy | Deli | Drive Up | Expanded Grocery | Future Collective | Kendra Scott x Target | Love Shack Fancy X Target | Parke x Target | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Optical | The Hollister Collection at Target | Ulta Beauty at Target | Wine & Beer Available","https://www.target.com/sl/canton/2476","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:16Z"
"Target","2478","Midlothian Perimeter Dr","Open","False","201 Perimeter Dr","Midlothian","Chesterfield","Virginia","VA","23113-7314","United States of America","US","37.51178","-77.692738","804-419-8140","Gen Merch","133802","1","America/New_York","https://maps.google.com/maps?cid=7816347579854428512","37.5119694","-77.6923611","59","Champion | CVS pharmacy | Disney | Drive Up | Future Col | Hollister | Kendra Scott | LoveShackFancy | Mobile | ParkeXTarget | Rosie Assoulin | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | Wine Beer","AT&T Cell Phone Activations | Champion | CVS pharmacy | Disney store at Target | Drive Up | Future Collective | Kendra Scott x Target | Love Shack Fancy X Target | Parke x Target | Rosie Assoulin x Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/midlothian-perimeter-dr/2478","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:17Z"
"Target","2479","LA Sunset","Open","False","5500 W Sunset Blvd","Los Angeles","Los Angeles","California","CA","90028-8522","United States of America","US","34.09797","-118.30943","213-588-7000","Pfresh","159950","1","America/Los_Angeles","https://maps.google.com/maps?cid=2255783751166381959","34.097555","-118.310169","1","Clothing Tback | CVS pharmacy | Drive Up | EV Charging | Future Col | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Opt | Parachute | Roblox Exp | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | Wine Beer Spir","AT&T Cell Phone Activations | CVS pharmacy | Drive Up | EV Charging | Future Collective | KBB by Kahlana | Love Shack Fancy X Target | Parachute for Target | Roblox Experience | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | Target Optical | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/la-sunset/2479","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:19Z"
"Target","2480","Lowell","Open","False","181 Plain St","Lowell","Middlesex","Massachusetts","MA","01852-5132","United States of America","US","42.623622","-71.318304","978-703-2020","Pfresh","137579","1","America/New_York","https://maps.google.com/maps?cid=5353353858423907410","42.62381","-71.318212","41","Champion | CVS pharmacy | Disney | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Opt | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup","AT&T Cell Phone Activations | Champion | CVS pharmacy | Disney store at Target | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | Target Optical | The Hollister Collection at Target","https://www.target.com/sl/lowell/2480","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:21Z"
"Target","2482","Brea","Open","False","855 E Birch St","Brea","Orange","California","CA","92821-5769","United States of America","US","33.918693","-117.886971","714-989-5013","Pfresh","162721","1","America/Los_Angeles","https://maps.google.com/maps?cid=6444617439222411102","33.918739","-117.887093","49","Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Future Col | Hollister | LoveShackFancy | Mobile | Opt | ParkeXTarget | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Future Collective | Love Shack Fancy X Target | Parke x Target | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Optical | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/brea/2482","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:23Z"
"Target","2483","Newport","Open","False","160 Pavilion Pkwy","Newport","Campbell","Kentucky","KY","41071-2884","United States of America","US","39.088746","-84.477503","859-814-0140","Pfresh","134819","1","America/New_York","https://maps.google.com/maps?cid=16181542926586926624","39.0882","-84.4775417","51","Cafe-Pizza | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Future Col | Hollister | Kendra Scott | LoveShackFancy | Mobile | ParkeXTarget | Roblox Exp | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | Wine Beer Spir","AT&T Cell Phone Activations | Caf̩-Pizza | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Future Collective | Kendra Scott x Target | Love Shack Fancy X Target | Parke x Target | Roblox Experience | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/newport/2483","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:25Z"
"Target","2485","D'Iberville","Open","False","3867 Promenade Pkwy","D'iberville","Harrison","Mississippi","MS","39540-5363","United States of America","US","30.454942","-88.899895","228-233-3301","Pfresh","127661","1","America/Chicago","https://maps.google.com/maps?cid=13967595441356238745","30.455206","-88.899817","68","Beer | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Future Col | Hollister | Kendra Scott | LoveShackFancy | Mobile | ParkeXTarget | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup","AT&T Cell Phone Activations | Beer Available | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Future Collective | Kendra Scott x Target | Love Shack Fancy X Target | Parke x Target | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target","https://www.target.com/sl/d'iberville/2485","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:26Z"
"Target","2486","South Lebanon","Open","False","400 Corwin Nixon Blvd","South Lebanon","Warren","Ohio","OH","45065-1196","United States of America","US","39.378464","-84.220507","513-494-0700","Gen Merch","132458","1","America/New_York","https://maps.google.com/maps?cid=10486193358498593306","39.378648","-84.220182","82","Cafe-Pizza | Champion | CVS pharmacy | Drive Up | Hollister | LoveShackFancy | Mobile | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | Wine Beer Spir","AT&T Cell Phone Activations | Caf̩-Pizza | Champion | CVS pharmacy | Drive Up | Love Shack Fancy X Target | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/south-lebanon/2486","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:28Z"
"Target","2487","Columbus New Albany","Open","False","6030 N. Hamilton Rd","Westerville","Franklin","Ohio","OH","43081-1685","United States of America","US","40.081487","-82.849515","614-741-8249","Pfresh","125207","1","America/New_York","https://maps.google.com/maps?cid=7631597600481671906","39.144723","-84.619898","61","Champion | CVS pharmacy | Drive Up | Fresh Grocery | Future Col | Hollister | LoveShackFancy | Mobile | ParkeXTarget | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | Wine Beer Spir","AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Future Collective | Love Shack Fancy X Target | Parke x Target | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/columbus-new-albany/2487","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:30Z"
"Target","2488","Western Hills","Open","False","6150 Glenway Ave","Cincinnati","Hamilton","Ohio","OH","45211-6319","United States of America","US","39.144703","-84.619454","513-719-1076","Pfresh","138021","1","America/New_York","https://maps.google.com/maps?cid=12390634039607129955","39.144622","-84.619798","40","Cafe-Pizza | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Future Col | Hollister | LoveShackFancy | Mobile | Opt | ParkeXTarget | Roblox Exp | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | Wine Beer Spir","AT&T Cell Phone Activations | Caf̩-Pizza | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Future Collective | Love Shack Fancy X Target | Parke x Target | Roblox Experience | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Optical | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/western-hills/2488","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:32Z"
"Target","2489","Brooksville","Open","False","3101 Aerial Way","Brooksville","Hernando","Florida","FL","34604-0629","United States of America","US","28.479153","-82.479327","352-593-2168","Pfresh","133062","1","America/New_York","https://maps.google.com/maps?cid=5552319715316357913","28.4788806","-82.4791472","69","Champion | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer","Accepts WIC | AT&T Cell Phone Activations | Champion | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/brooksville/2489","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:34Z"
"Target","2490","Hillside","Open","False","130 S Mannheim Rd","Hillside","Cook","Illinois","IL","60162-1821","United States of America","US","41.867936","-87.88726","708-375-5071","SuperTarget","186147","1","America/Chicago","https://maps.google.com/maps?cid=3756368499269331995","41.868104","-87.887245","65","Bakery | Cafe-Pizza | Champion | CVS pharmacy | Deli | Drive Up | Expand Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Opt | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Bakery | Caf̩-Pizza | Champion | CVS pharmacy | Deli | Drive Up | Expanded Grocery | KBB by Kahlana | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Optical | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/hillside/2490","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:36Z"
"Target","2491","Sun Prairie","Open","False","660 S Grand Ave","Sun Prairie","Dane","Wisconsin","WI","53590-9832","United States of America","US","43.170684","-89.267363","608-834-5600","Pfresh","134511","1","America/Chicago","https://maps.google.com/maps?cid=9296435110430285465","43.170646","-89.267536","30","Bev Bar | Champion | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | Kendra Scott | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Ulta | WIC","Accepts WIC | AT&T Cell Phone Activations | Beverage Bar | Champion | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Kendra Scott x Target | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Ulta Beauty at Target","https://www.target.com/sl/sun-prairie/2491","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:37Z"
"Target","2492","Sacramento East","Open","False","6507 4th Ave","Sacramento","Sacramento","California","CA","95817-2611","United States of America","US","38.549206","-121.426579","916-503-3678","Pfresh","139188","1","America/Los_Angeles","https://maps.google.com/maps?cid=11271378560868109826","38.549103","-121.426138","42","Apple | Clothing Tback | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Future Col | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | ParkeXTarget | Rosie Assoulin | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | Ulta | WIC | Wine Beer Spir","Accepts WIC | Apple Experience | AT&T Cell Phone Activations | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Future Collective | KBB by Kahlana | Love Shack Fancy X Target | Parke x Target | Rosie Assoulin x Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Ulta Beauty at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/sacramento-east/2492","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:38Z"
"Target","2493","Winder","Open","False","916 Loganville Hwy","Bethlehem","Barrow","Georgia","GA","30620-2145","United States of America","US","33.942788","-83.752011","678-975-3060","Pfresh","133672","1","America/New_York","https://maps.google.com/maps?cid=6833727735060433662","33.942899","-83.752635","62","Champion | CVS pharmacy | Drive Up | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Wine Beer","AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/winder/2493","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:41Z"
"Target","2494","Houston South","Open","False","8503 S Sam Houston Pkwy E","Houston","Harris","Texas","TX","77075-4857","United States of America","US","29.60213","-95.26457","713-343-8300","Pfresh","131777","1","America/Chicago","https://maps.google.com/maps?cid=15177856011346607117","29.6021778","-95.2641694","71","Champion | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Wine Beer","AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/houston-south/2494","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:43Z"
"Target","2495","Pflugerville","Open","False","18700 Limestone Commercial Dr","Pflugerville","Travis","Texas","TX","78660-6545","United States of America","US","30.467371","-97.598124","512-687-2064","SuperTarget","185881","1","America/Chicago","https://maps.google.com/maps?cid=7912806351397801007","30.467089","-97.598285","70","Bakery | Champion | Converse | CVS pharmacy | Deli | Disney | Drive Up | EV Charging | Expand Grocery | Future Col | Hollister | Kendra Scott | LoveShackFancy | Opt | ParkeXTarget | Roblox Exp | Rosie Assoulin | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | Ulta | WIC | Wine Beer","Accepts WIC | Bakery | Champion | Converse | CVS pharmacy | Deli | Disney store at Target | Drive Up | EV Charging | Expanded Grocery | Future Collective | Kendra Scott x Target | Love Shack Fancy X Target | Parke x Target | Roblox Experience | Rosie Assoulin x Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | Target Optical | The Hollister Collection at Target | Ulta Beauty at Target | Wine & Beer Available","https://www.target.com/sl/pflugerville/2495","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:45Z"
"Target","2496","Uwchlan Township","Open","False","180 Eagleview Blvd","Exton","Chester","Pennsylvania","PA","19341-3012","United States of America","US","40.05259","-75.665338","484-713-0150","Pfresh","126854","1","America/New_York","https://maps.google.com/maps?cid=11832923805733243033","40.05251","-75.665486","63","Bev Bar | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | Kendra Scott | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup","AT&T Cell Phone Activations | Beverage Bar | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Kendra Scott x Target | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target","https://www.target.com/sl/uwchlan-township/2496","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:47Z"
"Target","2497","N Las Vegas Deer SP","Open","False","7090 N 5th St","North Las Vegas","Clark","Nevada","NV","89084-1333","United States of America","US","36.288669","-115.133095","702-216-4501","Pfresh","132478","1","America/Los_Angeles","https://maps.google.com/maps?cid=14618796466211502162","36.2888861","-115.1331528","55","Champion | CVS pharmacy | Drive Up | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Wine Beer Spir","AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/n-las-vegas-deer-sp/2497","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:48Z"
"Target","2498","Rogers","Open","False","2404 Promenade Blvd","Rogers","Benton","Arkansas","AR","72758-9080","United States of America","US","36.299936","-94.173146","479-986-1100","Pfresh","137884","1","America/Chicago","https://maps.google.com/maps?cid=1747886171968198224","36.29989","-94.172875","71","Baby Boutique | Baby Concierge | Champion | Converse | CVS pharmacy | Disney | Drive Up | Fresh Grocery | Future Col | Hollister | KBB by Kahlana | Kendra Scott | LoveShackFancy | Mobile | ParkeXTarget | Rosie Assoulin | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | Wine Beer","AT&T Cell Phone Activations | Baby Boutique | Baby Concierge | Champion | Converse | CVS pharmacy | Disney store at Target | Drive Up | Fresh Grocery | Future Collective | KBB by Kahlana | Kendra Scott x Target | Love Shack Fancy X Target | Parke x Target | Rosie Assoulin x Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/rogers/2498","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:50Z"
"Target","2499","Murrieta North","Open","False","27818 Clinton Keith Rd","Murrieta","Riverside","California","CA","92562-8554","United States of America","US","33.603888","-117.173596","951-704-1123","SuperTarget","179887","1","America/Los_Angeles","https://maps.google.com/maps?cid=6585338762813523979","33.604137","-117.173653","79","Bakery | Champion | Clothing Tback | CVS pharmacy | Deli | Drive Up | EV Charging | Expand Grocery | Hollister | Kendra Scott | LoveShackFancy | Mobile | Opt | Rosie Assoulin | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | Ulta | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Bakery | Champion | CVS pharmacy | Deli | Drive Up | EV Charging | Expanded Grocery | Kendra Scott x Target | Love Shack Fancy X Target | Rosie Assoulin x Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | Target Optical | Target Textile Drop Spot | The Hollister Collection at Target | Ulta Beauty at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/murrieta-north/2499","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:52Z"
"Target","2501","Hampton","Open","False","5001 Holt Ave","Hampton","Hampton City","Virginia","VA","23666-2282","United States of America","US","37.042442","-76.392446","757-951-2300","Pfresh","143176","1","America/New_York","https://maps.google.com/maps?cid=14657099254617591865","37.042315","-76.392312","73","Apple | Champion | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Future Col | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Opt | ParkeXTarget | Rosie Assoulin | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | Ulta | Wine Beer","Apple Experience | AT&T Cell Phone Activations | Champion | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Future Collective | KBB by Kahlana | Love Shack Fancy X Target | Parke x Target | Rosie Assoulin x Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | Target Optical | The Hollister Collection at Target | Ulta Beauty at Target | Wine & Beer Available","https://www.target.com/sl/hampton/2501","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:53Z"
"Target","2503","Hoover West","Open","False","5561 Grove Blvd","Birmingham","Jefferson","Alabama","AL","35226-4600","United States of America","US","33.361598","-86.852559","205-747-1654","SuperTarget","185881","1","America/Chicago","https://maps.google.com/maps?cid=9149258601971061591","33.361472","-86.852757","73","Bakery | Cafe-Pizza | Champion | CVS pharmacy | Deli | Drive Up | Expand Grocery | Future Col | Hollister | KBB by Kahlana | Kendra Scott | LoveShackFancy | Mobile | Opt | Shipt Delivery | Starbucks | Store Pickup | Wine Beer","AT&T Cell Phone Activations | Bakery | Caf̩-Pizza | Champion | CVS pharmacy | Deli | Drive Up | Expanded Grocery | Future Collective | KBB by Kahlana | Kendra Scott x Target | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Optical | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/hoover-west/2503","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:56Z"
"Target","2516","Allen North","Open","False","150 E Stacy Rd","Allen","Collin","Texas","TX","75002-8756","United States of America","US","33.123517","-96.662084","469-342-2004","SuperTarget","191510","1","America/Chicago","https://maps.google.com/maps?cid=5975477168440665932","33.123862","-96.661825","71","Apple | Bakery | Champion | Converse | CVS pharmacy | Deli | Disney | Drive Up | Expand Grocery | Future Col | Hollister | KBB by Kahlana | Kendra Scott | LoveShackFancy | Mobile | Opt | Roblox Exp | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | Ulta | WIC | Wine Beer","Accepts WIC | Apple Experience | AT&T Cell Phone Activations | Bakery | Champion | Converse | CVS pharmacy | Deli | Disney store at Target | Drive Up | Expanded Grocery | Future Collective | KBB by Kahlana | Kendra Scott x Target | Love Shack Fancy X Target | Roblox Experience | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | Target Optical | The Hollister Collection at Target | Ulta Beauty at Target | Wine & Beer Available","https://www.target.com/sl/allen-north/2516","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:58Z"
"Target","2519","Inver Grove Heights","Open","False","7841 Amana Trail","Inver Grove Heights","Dakota","Minnesota","MN","55077-2609","United States of America","US","44.836017","-93.08777","651-234-2949","Pfresh","135503","1","America/Chicago","https://maps.google.com/maps?cid=479433838009860841","44.836057","-93.088102","72","Cafe-Pizza | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | WIC","Accepts WIC | AT&T Cell Phone Activations | Caf̩-Pizza | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target","https://www.target.com/sl/inver-grove-heights/2519","Target Redsky via Oxylabs Residential Proxy","2026-07-31T19:33:59Z"
